image_path,transcription
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\16\line_032.png,"teales el dicho su padre, y que assi declara tiene re"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\16\line_033.png,cibido por cuenta de su legitima 8?000. reales por
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\16\line_034.png,el valor de la dicha tienda. Y nueuamente confies-
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\16\line_035.png,"sa auer recibido del dicho su padre, otros 75?00."
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\16\line_036.png,"reales mas, en dos partidas, y dellos le otorga car-"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\16\line_037.png,ta de pago.
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\17\line_001.png,DEUS IN ADIUTORIUM MEUM INTENDE
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\17\line_002.png,POR
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\17\line_004.png,Don Felipe Leizado
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\17\line_005.png,"Caballero del Orden Santiago, Ca-"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\17\line_006.png,pitan de Caballos del Ejército
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\17\line_014.png,de Milán.
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\17\line_015.png,En la causa criminal de uxoricidio que
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\17\line_016.png,contra él se figue.
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\17\line_017.png,1. Para que con la distinción se consiga
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\17\line_018.png,"la brevedad, y claridad de este papel, lo"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\17\line_019.png,dividiremos en dos artículos. En el
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\17\line_020.png,primero defenderemos estar prova-
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\17\line_021.png,"do el adulterio. En el segundo, que no"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\17\line_022.png,"merece Don Felipe pena alguna, y que"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\17\line_023.png,"debe ser absuelto, y confirmar la sentencia del señor"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\17\line_024.png,"Arzobispo de Milán Subdelegado del Consejo, en que"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\17\line_025.png,le dio por libre.
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\17\line_026.png,2. La acusación que se le ha hecho a Don Felipe se
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\17\line_027.png,"funda en la confesión que hizo del uxoricidio, pero es"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\17\line_028.png,"de advertir que la calificación con la causa de adulterio, la"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\17\line_029.png,"cual por haberla probado con evidencia, quita la mala"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\17\line_030.png,presunción del homicidio. …impunitatem D. Phili-
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\17\line_031.png,"po condonat ad tradita, per Onded. conf. 96. num 25."
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\17\line_032.png,lib. 1. Surd.conf. num 67. … re longe examinata
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\17\line_033.png,firmat vivendus Farinac. De reo confes… convict. q. 81.
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\17\line_034.png,num. 153.
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\18\line_001.png,Artículo primero
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\18\line_002.png,3. Aunque es regular en estos delitos venéreos la
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\18\line_003.png,"prueba por presunciones, ex responso Pontifi-"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\18\line_004.png,cis in cap. literis 12. de presumpt. … incap. Proterea de
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\18\line_005.png,"testib us cum notatis ibidem per Canonitas, …Bart in"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\18\line_006.png,1.2…num.3.ff.ad l Iul de adult. Está sin embargo
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\18\line_007.png,"la adultera tan convencida de su delito, que más se pue"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\18\line_008.png,de decir (vt evidens aparebit) que consta del phisica y
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\18\line_009.png,"realmente, que no por presunciones, y tan sin tergi-"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\18\line_010.png,"versación, que cualquiera de esta prueba es suficiente"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\18\line_011.png,"para la condenación de ambos efectos ordinarios civil,"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\18\line_012.png,y criminal.
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\18\line_013.png,"4. Comenzando por la phisica, y verdadera, no pa-"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\18\line_014.png,rece se puede poner duda en ella: porque consta por su
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\18\line_015.png,"propia confesión de la adultera, ad text. in cap penult."
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\18\line_016.png,"de adult. in eis verbis: Vel per evidentiamrei, vel per"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\18\line_017.png,confesionem legitimam mulieris plur a per Farinac de
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\18\line_018.png,confes quest. 81. cap 1. num.28.
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\18\line_019.png,5. Está reiterada esta confesión en muchas cartas
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\18\line_020.png,que escribió la adultera a su amante de quibus in proces-
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\18\line_021.png,su. En las cuales manifiesta el trato ilícito que con él
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\18\line_022.png,"había tenido, y tenía, significándole la perseverancia de"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\18\line_023.png,"su torpe afecto, y la fineza con que le amaba, y el temor"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\18\line_024.png,"que tenia de que se descubriese este delito, por haberse"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\18\line_025.png,conocido señales de sospecha en algunos criados con o
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\18\line_026.png,"parece de sus palabras, que traducidas en castellano so-"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\18\line_027.png,"nan en frecuencia: Querido mío, por las señas que me hi-"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\18\line_028.png,"ciste ayer por la mañana, como también por dar cobro"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\18\line_029.png,"al que va con este, envié a la fiel al puesto al las cuatro,"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\18\line_030.png,"y allí estuvo hasta las cinco, y después la dicha fiel me"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\18\line_031.png,"refirió al tiro que hizo Jacome, que luego que dieron las"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\18\line_032.png,cuatro abrieron una ventana en el dicho aposento de
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\18\line_033.png,"Jacome, y estuvo abierta hasta las cinco, y después la oyó"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\18\line_034.png,"cerrar. Digo mi bien, que estos quieren hacer nuevos"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\19\line_001.png,"platillos si no nos gobernamos con prudencia. Jacome y,"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\19\line_002.png,"el cocinero hablan siempre en su lengua, con parientes"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\19\line_003.png,"de Matias; y plega a Dios, que una vez u otra no de-"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\19\line_004.png,mos en la trampa. Bien sé que estas mis palabras se echa-
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\19\line_005.png,rán al aire porque vos joya mía no queréis hacer ca-
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\19\line_006.png,"so: porque si….. temor de lo que yo digo, no os hu-"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\19\line_007.png,"biera despuesto dos veces en tanto peligro, como es ve-"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\19\line_008.png,"nir a casa de día, particularmente la noche que vinis-"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\19\line_009.png,te con el criado que el cocinero ha dicho libremente que
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\19\line_010.png,"os ha visto. Ay Dios, si este hablase como hizo de las"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\19\line_011.png,"Rotulas, que sería de mí, o mi g. Estáis vos fuera de ca-"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\19\line_012.png,"sa, yo estoy en manos de canalla, que pueden ser causa"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\19\line_013.png,"de mi muerte, y no la huyera por escapar con la seguir-"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\19\line_014.png,dad de la vida una mancha eterna de infamia: hablo
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\19\line_015.png,"con vos corazón mío, que en mi se haya enfriado el amor,"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\19\line_016.png,"mas si consideraseis mis trabajos, no habalriades así,"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\19\line_017.png,"antes deviades aseguraos, que si yo no os amara de"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\19\line_018.png,"veras, no hubiera sido constante a golpe de muerte, como"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\19\line_019.png,"lo he pasado. Juzgo también, que el dejaros ver todas"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\19\line_020.png,"las noches cuando vengo de casa de mi madre, no esté"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\19\line_021.png,bien porque este mal viejo del gentilhombre no se quie-
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\19\line_022.png,"re apartar de mí, y después con la venida del amigo, el"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\19\line_023.png,"cual vendrá esta noche, puede ser que venga acaso con-"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\19\line_024.png,"migo. Todo os sirva por bien, y aquí con desentrañable"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\19\line_025.png,"amor os beso infinitas veces, a Dios. Vuestra fiel."
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\19\line_026.png,"6. Et in alia espistola, his verbis: Tesoro mío, sois"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\19\line_027.png,"embustero mío, un luchador en la empresa de amor,"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\19\line_028.png,"de los mayores que pueden haber nacido, y que nace-"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\19\line_029.png,"rán al mundo, de suerte que cualquier dama se da"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\19\line_030.png,"por rendida, y yo como tal me echo a tues pies, su-"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\19\line_031.png,"plicándote el que me tengas compasión, si no pu-"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\19\line_032.png,"diese estos días recibirte de nuevo en mis brazos, atenta"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\19\line_033.png,"que me siento flaquísima, y muy dolorida de vuestros"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\19\line_034.png,"golpes, que me hieren con tan dulce furia. No quisiera"
C:\Users\nikk6\OneDrive\Desktop\OCR_2\data_generation_kraken\project\output3\19\line_035.png,"después, o mi caro bien reysedes que el no quereros"
